"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.4634545792811","61.4948764728851","61.4483960752299","61.3969563651574","61.3066501491417","61.0794161390583","61.163166944735","61.1742674884847","61.1240078724502","61.2398446199973","61.4248986932846","61.4300947563335","61.3702123543234","61.0841434462082","61.0607101516806","60.5137943677402","60.1294366894801","59.8569387683526","59.8463264433005","59.5904752997234","59.1598601844464","58.7066325308061","58.6008071893189","58.1142790889667","57.7479761181656","57.5269907997989","57.2714289808955","56.9235780200192","56.8007184950691","","",
"Afghanistan","AFG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.1199989318848","61.4000015258789","62.2400016784668","62.3699989318848","62.1599998474121","62.5499992370605","62.8600006103516","63.0800018310547","63.310001373291","63.6500015258789","64.0199966430664","61.9700012207031","61.1500015258789","60.5099983215332","59.2999992370605","58.3899993896484","57.2900009155273","56.3600006103516","53.8899993896484","51.3899993896484","50.2000007629395","47.810001373291","45.8800010681152","44.0900001525879","42.2999992370605","40.6599998474121","38.3600006103516","37.2599983215332","36.5999984741211","","",
"Africa Western and Central","AFW","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.2111509136866","60.1636447379049","60.2561547822601","60.2580930484095","60.1913185230635","59.9842373809414","59.7501842163633","59.522250440601","59.3472501052341","59.0360975011223","58.6545460174591","57.9161975187264","57.2994401783164","56.5076553521388","56.1208108913714","55.6811944315001","55.1169729239448","54.5183485851705","53.8514785277663","53.0754422167172","52.2603042942656","51.4354147934292","50.5726985968369","49.416460841919","48.5297487571492","48.3994069999842","47.8772913623627","47.3377213294258","46.8897493489943","","",
"Angola","AGO","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1500015258789","33.5400009155273","33.6399993896484","33.0299987792969","32.5800018310547","31.9899997711182","31.8400001525879","32.0699996948242","30.6599998474121","30.1900005340576","30.4400005340576","29.2199993133545","28.9799995422363","28.1499996185303","30.1499996185303","32.6399993896484","35.0200004577637","37.560001373291","40.2000007629395","42.5400009155273","44.5200004577637","44.0999984741211","43.9900016784668","44.1500015258789","44.5400009155273","44.7999992370605","44.7999992370605","44.75","44.6500015258789","","",
"Albania","ALB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.6100006103516","52.6300010681152","52.1399993896484","51.5900001525879","50.8400001525879","49","48.7200012207031","47.939998626709","46.310001373291","44.9199981689453","42.9599990844727","41.7000007629395","40.939998626709","39.7799987792969","38.560001373291","37.4300003051758","36.6800003051758","35.75","35.0499992370605","34.2599983215332","38.810001373291","37.5900001525879","37.5699996948242","36.7599983215332","36.7400016784668","36.2900009155273","34.9599990844727","33.7200012207031","32.7099990844727","","",
"Andorra","AND","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4107163100017","31.6614865408397","31.1134165385557","30.7129848116605","30.0124795421367","29.3360636599619","28.765217929517","28.3107209441208","27.8874898250709","27.6499245431846","27.3491705940695","26.8654965863641","26.4223718766062","26.1539395405627","25.1048476755166","24.4261516736064","23.4990069929198","22.8250952057656","21.6448420448508","20.65758906522","20.3730146636284","19.8015916286328","19.4350462279336","19.226280018673","18.8172576057543","18.3950897125454","17.8527020161566","17.3976828301746","16.8447054817566","","",
"United Arab Emirates","ARE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","9.40999984741211","9.28999996185303","9.18000030517578","9.02999973297119","9.03999996185303","9.02000045776367","8.97999954223633","8.97999954223633","8.96000003814697","8.23999977111816","7.59000015258789","6.96000003814697","6.3899998664856","5.8600001335144","5.38000011444092","4.92000007629395","4.51000022888184","4.11999988555908","3.78999996185303","3.48000001907349","3.1800000667572","2.90000009536743","2.64000010490417","2.38000011444092","2.16000008583069","1.94000005722046","1.75999999046326","1.66999995708466","","",
"Argentina","ARG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.479999989271164","0.46000000834465","0.550000011920929","0.589999973773956","0.790000021457672","1.12999999523163","1.1599999666214","1.13999998569489","1.10000002384186","0.980000019073486","1.22000002861023","1.35000002384186","1.69000005722046","1.86000001430511","1.6599999666214","1.44000005722046","1.61000001430511","1.76999998092651","1.82000005245209","1.87999999523163","0.879999995231628","0.839999973773956","0.889999985694885","0.819999992847443","0.389999985694885","0.189999997615814","0.0900000035762787","0.119999997317791","0.0799999982118607","","",
"Armenia","ARM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1599998474121","41.2799987792969","41.8499984741211","41.6399993896484","41.2700004577637","40.9700012207031","40.689998626709","39.9700012207031","39.4900016784668","38.810001373291","37.7799987792969","36.5200004577637","35.1199989318848","34.0499992370605","32.7900009155273","31.3700008392334","30.1599998474121","31.7099990844727","34.1399993896484","31.6399993896484","33.1399993896484","31.3400001525879","29.0400009155273","29.9400005340576","31.2299995422363","30.7600002288818","28.3099994659424","23.3999996185303","21.6900005340576","","",
"American Samoa","ASM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44000005722046","6.1100001335144","6.21000003814697","5.92000007629395","5.73999977111816","5.94000005722046","6","5.90999984741211","6.03000020980835","5.96000003814697","5.78999996185303","5.44999980926514","4.94000005722046","4.57999992370605","4.48999977111816","4.26999998092651","4.17000007629395","4.19000005722046","4.07999992370605","4.01000022888184","3.58999991416931","3.53999996185303","3.41000008583069","3.61999988555908","3.30999994277954","3.4300000667572","3.41000008583069","3.44000005722046","3.28999996185303","","",
"Austria","AUT","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6.88000011444092","6.73999977111816","6.6100001335144","6.69000005722046","6.55000019073486","6.25","5.90999984741211","5.67999982833862","5.80000019073486","5.42999982833862","5.5","5.28000020980835","4.92999982833862","5.26999998092651","5.21000003814697","5.44999980926514","5.26999998092651","5.42999982833862","5.40000009536743","5.17999982833862","5.05000019073486","4.92000007629395","5.07999992370605","4.82000017166138","4.71999979019165","4.15000009536743","4.05000019073486","4.07000017166138","","",
"Azerbaijan","AZE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.4700012207031","37.7700004577637","37.7200012207031","39.2099990844727","39.8199996948242","40.0200004577637","38.8600006103516","37.9300003051758","37.7000007629395","36.560001373291","37.4799995422363","40.939998626709","40.9199981689453","40.9099998474121","41.0999984741211","36.0900001525879","35.310001373291","38.560001373291","32.5299987792969","32.4099998474121","32.189998626709","31.7399997711182","31.0599994659424","31.2000007629395","30.9799995422363","30.9500007629395","30.9099998474121","30.9099998474121","30.5699996948242","","",
"Burundi","BDI","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.9199981689453","86.9300003051758","86.9899978637695","87.0100021362305","87.1500015258789","87.4000015258789","87.4000015258789","87.1500015258789","86.7699966430664","86.370002746582","85.9300003051758","85.4599990844727","84.9899978637695","84.8399963378906","84.1600036621094","83.5699996948242","82.8399963378906","82.2699966430664","81.5800018310547","80.9000015258789","80.1399993896484","79.3199996948242","78.5899963378906","77.7699966430664","77.9300003051758","77.9700012207031","78.0500030517578","78.0699996948242","78.0999984741211","","",
"Belgium","BEL","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.27999997138977","3.16000008583069","3.0699999332428","3.36999988555908","3.07999992370605","3.14000010490417","3.04999995231628","2.70000004768372","2.69000005722046","2.4300000667572","1.69000005722046","2.29999995231628","2.22000002861023","2.71000003814697","2.47000002861023","2.48000001907349","2.28999996185303","1.97000002861023","1.88999998569489","1.73000001907349","1.63999998569489","1.57000005245209","1.79999995231628","1.54999995231628","1.55999994277954","1.67999994754791","1.54999995231628","1.29999995231628","1.16999995708466","","",
"Benin","BEN","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6300010681152","55.5299987792969","55.4799995422363","54.8800010681152","54.75","54.7099990844727","54.5099983215332","54.4300003051758","54.1399993896484","53.810001373291","53.4799995422363","53.2999992370605","52.9900016784668","52.8800010681152","52.7099990844727","52.4900016784668","52.0900001525879","51.7400016784668","51.5","51.2000007629395","50.810001373291","50.3499984741211","49.6599998474121","49.060001373291","48.689998626709","48.5400009155273","47.9500007629395","47.25","46.4900016784668","","",
